wan

strong OFF
id,tc1,tc2,tp1,Reciprocity,tp2,#out_edges,#in_edges
39,0.041,0.353,0.068,0.444,0.373,8,5
40,0.054,0.067,0.000,0.200,0.000,1,5
41,0.034,0.127,0.028,0.455,0.136,8,8
42,0.041,0.298,0.047,0.800,0.281,10,8
43,0.052,0.223,0.074,0.480,0.236,22,15
44,0.056,0.211,0.031,0.455,0.338,5,11
45,0.046,0.227,0.047,0.714,0.212,6,6
46,0.021,0.289,0.055,0.333,0.220,9,3
47,0.035,0.222,0.036,0.462,0.233,9,10
48,0.045,0.190,0.039,0.455,0.218,8,8
49,0.059,0.132,0.025,0.333,0.241,5,15
50,0.065,0.220,0.037,0.538,0.269,7,13
51,0.033,0.143,0.067,0.667,0.270,3,2
52,0.051,0.257,0.049,0.900,0.248,9,10
53,0.123,0.261,0.086,0.600,0.395,3,5
54,0.123,0.225,0.085,0.500,0.395,3,6
55,0.021,0.240,0.033,0.444,0.201,8,5
56,0.054,0.273,0.071,0.615,0.222,13,8
57,1.000,0.000,1.000,0.000,1.000,0,3
58,1.000,1.000,1.000,1.000,1.000,0,0
59,0.025,0.122,0.026,0.286,0.214,4,5
60,0.102,0.371,0.099,1.000,0.390,4,4
61,1.000,0.000,1.000,0.000,1.000,0,9
62,0.027,0.075,0.000,0.400,0.000,3,4
63,0.054,0.032,0.000,0.111,0.000,1,9
64,0.018,0.114,0.030,0.250,0.097,7,3
65,0.035,0.067,0.010,0.600,0.030,3,5
66,0.053,0.291,0.029,0.571,0.195,4,7
67,0.005,0.088,0.015,0.333,0.114,5,3
68,0.032,0.181,0.022,1.000,0.134,2,2
69,0.000,0.000,0.000,0.333,0.000,1,3
70,0.000,0.000,0.000,1.000,0.000,1,1
71,0.074,0.139,0.087,1.000,0.150,3,3
72,0.012,0.106,0.011,1.000,0.074,2,2
73,1.000,0.000,1.000,0.000,1.000,0,1
74,0.000,0.000,0.000,1.000,0.000,1,1
75,1.000,1.000,1.000,1.000,1.000,0,0
76,1.000,1.000,1.000,1.000,1.000,0,0
77,0.000,0.000,0.000,1.000,0.000,1,1
78,0.143,0.225,0.118,1.000,0.250,2,2
79,1.000,1.000,1.000,1.000,1.000,0,0

weak
id,tc1,tc2,tp1,Reciprocity,tp2,#out_edges,#in_edges
0,0.020,0.118,0.074,0.156,0.092,75,14
1,0.027,0.162,0.017,0.368,0.172,10,16
2,0.035,0.213,0.023,0.348,0.196,13,18
3,0.033,0.246,0.046,0.419,0.246,26,18
4,0.024,0.232,0.026,0.190,0.243,13,12
5,0.031,0.021,0.000,0.045,0.000,2,21
6,0.027,0.182,0.039,0.423,0.254,20,17
7,0.000,0.000,0.000,0.000,0.000,2,4
8,0.018,0.062,0.019,0.375,0.136,3,8
9,0.004,0.112,0.082,0.038,0.103,79,3
10,0.014,0.086,0.009,0.308,0.065,7,10
11,0.023,0.209,0.019,0.353,0.179,11,12
12,0.017,0.112,0.011,0.118,0.115,7,12
13,0.019,0.112,0.012,0.286,0.139,7,11
14,0.007,0.124,0.081,0.051,0.101,78,5
15,0.000,0.000,0.000,0.000,0.000,3,7
16,0.115,0.045,0.014,0.111,0.071,2,8
17,0.003,0.040,0.000,0.200,0.000,1,5
18,1.000,0.000,1.000,0.000,0.000,1,4
19,1.000,0.000,1.000,0.000,1.000,0,4
20,0.021,0.075,0.010,0.182,0.054,10,16
21,0.000,0.000,0.000,0.167,0.000,1,6
22,0.000,0.000,0.000,0.000,0.000,1,3
23,0.037,0.187,0.016,0.273,0.182,8,20
24,0.030,0.194,0.038,0.433,0.183,25,18
25,0.019,0.184,0.021,0.235,0.194,11,10
26,0.009,0.117,0.003,0.111,0.081,3,7
27,0.024,0.051,0.005,0.000,0.009,7,8
28,0.016,0.109,0.012,0.400,0.060,10,11
29,0.016,0.044,0.005,0.250,0.061,4,11
30,0.006,0.056,0.018,0.000,0.119,5,4
31,0.020,0.121,0.017,0.357,0.167,8,11
32,0.015,0.049,0.003,0.000,0.033,3,7
33,0.006,0.061,0.004,0.167,0.108,3,4
34,0.005,0.024,0.010,0.143,0.067,8,8
35,0.030,0.065,0.025,0.273,0.090,6,8
36,0.024,0.171,0.023,0.190,0.184,13,12
37,0.021,0.226,0.026,0.300,0.214,14,12
38,0.007,0.084,0.038,0.042,0.056,44,6
39,0.016,0.032,0.036,0.154,0.139,6,9
40,0.222,0.026,0.000,0.000,0.000,1,8
41,0.025,0.121,0.016,0.158,0.155,8,14
42,0.016,0.211,0.032,0.238,0.274,16,10
43,0.040,0.218,0.041,0.344,0.279,20,23
44,0.025,0.198,0.031,0.318,0.275,14,15
45,0.000,0.000,0.000,0.000,0.000,1,4
46,0.019,0.016,0.000,0.111,0.000,2,8
47,0.029,0.154,0.018,0.300,0.164,10,16
48,0.026,0.114,0.020,0.263,0.137,11,13
49,0.023,0.138,0.007,0.059,0.102,4,14
50,0.028,0.225,0.029,0.333,0.269,15,17
51,0.014,0.035,0.007,0.125,0.056,3,6
52,0.024,0.017,0.031,0.000,0.208,3,6
53,0.000,0.000,0.000,0.000,0.000,1,4
54,1.000,0.000,1.000,0.000,1.000,0,4
55,0.010,0.119,0.002,0.333,0.021,3,9
56,0.400,0.021,0.000,0.000,0.000,3,10
57,0.016,0.008,0.000,0.143,0.000,1,7
58,1.000,0.000,1.000,0.000,1.000,0,5
59,0.010,0.112,0.004,0.222,0.080,3,8
60,1.000,0.000,1.000,0.000,1.000,0,5
61,0.030,0.209,0.039,0.480,0.260,20,17
62,0.024,0.076,0.006,0.111,0.037,3,7
63,0.034,0.191,0.014,0.263,0.181,8,16
64,0.011,0.094,0.008,0.077,0.083,6,8
65,0.015,0.053,0.013,0.091,0.082,5,7
66,0.021,0.021,0.008,0.000,0.042,3,6
67,0.014,0.066,0.009,0.000,0.070,5,9
68,1.000,0.000,1.000,0.000,1.000,0,5
69,0.050,0.020,0.000,0.000,0.000,1,5
70,0.000,0.000,0.000,0.167,0.000,2,5
71,0.014,0.073,0.006,0.200,0.031,5,7
72,0.000,0.000,0.000,0.000,0.000,1,4
73,1.000,0.000,1.000,0.000,1.000,0,3
74,1.000,0.000,1.000,0.000,1.000,0,5
75,1.000,0.000,1.000,0.000,1.000,0,3
76,1.000,0.000,1.000,0.000,1.000,0,4
77,1.000,0.000,1.000,0.000,1.000,0,4
78,1.000,0.000,1.000,0.000,1.000,0,4
79,1.000,0.000,1.000,0.000,1.000,0,3

all
id,tc1,tc2,tp1,Reciprocity,tp2,#out_edges,#in_edges
0,0.021,0.207,0.060,0.228,0.146,79,18
1,0.033,0.284,0.023,0.522,0.379,13,22
2,0.035,0.363,0.031,0.593,0.388,20,23
3,0.030,0.380,0.042,0.545,0.413,30,21
4,0.020,0.341,0.031,0.348,0.453,18,13
5,0.032,0.115,0.006,0.217,0.084,6,22
6,0.030,0.302,0.034,0.552,0.373,23,22
7,0.014,0.040,0.013,0.167,0.121,2,5
8,0.021,0.132,0.018,0.615,0.189,9,12
9,0.005,0.152,0.061,0.076,0.148,79,6
10,0.012,0.125,0.013,0.571,0.141,11,11
11,0.028,0.376,0.038,0.467,0.426,25,19
12,0.027,0.200,0.019,0.350,0.372,9,18
13,0.019,0.159,0.011,0.312,0.189,7,14
14,0.005,0.182,0.061,0.063,0.148,79,5
15,0.008,0.073,0.009,0.214,0.114,8,9
16,0.038,0.217,0.031,0.688,0.341,11,16
17,0.005,0.084,0.000,0.200,0.000,1,5
18,0.000,0.000,0.000,0.200,0.000,1,5
19,0.000,0.000,0.000,0.250,0.000,1,4
20,0.020,0.131,0.017,0.375,0.137,15,18
21,0.020,0.048,0.012,0.444,0.114,4,9
22,0.000,0.000,0.000,0.167,0.000,2,5
23,0.037,0.301,0.024,0.520,0.410,13,25
24,0.030,0.313,0.033,0.556,0.278,30,26
25,0.020,0.220,0.020,0.550,0.247,15,16
26,0.011,0.180,0.013,0.267,0.223,9,10
27,0.047,0.187,0.041,0.474,0.283,13,15
28,0.029,0.202,0.024,0.636,0.186,17,19
29,0.022,0.086,0.012,0.417,0.172,5,12
30,0.023,0.113,0.018,0.600,0.193,6,10
31,0.026,0.165,0.016,0.556,0.241,10,18
32,0.015,0.069,0.007,0.273,0.064,5,9
33,0.007,0.104,0.005,0.286,0.111,3,6
34,0.024,0.149,0.027,0.391,0.191,17,15
35,0.044,0.138,0.024,0.500,0.190,8,16
36,0.026,0.377,0.045,0.471,0.400,32,18
37,0.027,0.350,0.028,0.577,0.346,20,21
38,0.005,0.117,0.046,0.079,0.125,61,7
39,0.039,0.186,0.034,0.357,0.346,8,11
40,0.033,0.054,0.008,0.222,0.097,2,9
41,0.025,0.153,0.014,0.333,0.200,9,19
42,0.022,0.348,0.033,0.480,0.388,22,15
43,0.037,0.362,0.039,0.618,0.424,27,28
44,0.032,0.273,0.026,0.500,0.368,16,23
45,0.033,0.105,0.024,0.455,0.232,6,10
46,0.022,0.128,0.027,0.267,0.252,9,10
47,0.031,0.313,0.029,0.520,0.403,17,21
48,0.028,0.215,0.024,0.400,0.289,16,19
49,0.035,0.206,0.011,0.292,0.238,7,24
50,0.037,0.366,0.029,0.654,0.436,18,25
51,0.026,0.083,0.016,0.333,0.163,4,8
52,0.036,0.177,0.034,0.562,0.315,11,14
53,0.066,0.124,0.050,0.444,0.432,4,9
54,0.111,0.092,0.042,0.333,0.362,3,9
55,0.013,0.270,0.015,0.571,0.248,11,11
56,0.031,0.166,0.032,0.500,0.214,14,13
57,0.017,0.023,0.000,0.125,0.000,1,8
58,1.000,0.000,1.000,0.000,1.000,0,5
59,0.016,0.160,0.010,0.357,0.231,6,13
60,0.066,0.124,0.050,0.444,0.432,4,9
61,0.026,0.257,0.031,0.429,0.363,20,20
62,0.016,0.072,0.018,0.364,0.146,6,9
63,0.030,0.198,0.013,0.381,0.219,9,20
64,0.012,0.110,0.010,0.250,0.122,9,11
65,0.016,0.074,0.013,0.455,0.140,6,10
66,0.040,0.152,0.021,0.417,0.270,5,12
67,0.012,0.134,0.008,0.143,0.129,6,10
68,0.015,0.049,0.005,0.286,0.081,2,7
69,0.017,0.013,0.000,0.167,0.000,1,6
70,0.000,0.000,0.000,0.333,0.000,2,6
71,0.013,0.082,0.015,0.417,0.137,8,9
72,0.007,0.025,0.005,0.333,0.043,3,5
73,1.000,0.000,1.000,0.000,1.000,0,4
74,0.000,0.000,0.000,0.167,0.000,1,6
75,1.000,0.000,1.000,0.000,1.000,0,3
76,1.000,0.000,1.000,0.000,1.000,0,4
77,0.003,0.100,0.000,0.250,0.000,1,4
78,0.019,0.033,0.014,0.333,0.156,2,6
79,1.000,0.000,1.000,0.000,1.000,0,3
