1 18 2 22
2 18 2 23
3 18 2 24
4 18 2 25
5 18 4 25
6 18 2 33
7 18 2 66
8 18 1 70
9 18 3 70
10 18 2 91
11 18 4 91
12 78 2 69
13 78 4 69
14 78 2 75
15 73 2 5
16 73 2 59
17 73 2 63
18 73 2 65
19 73 1 67
20 73 2 68
21 73 2 69
22 73 1 75
23 73 1 85
24 73 1 103
25 73 2 119
26 73 1 123
27 147 3 68
28 147 3 122
29 147 4 124
30 147 3 159
31 147 3 160
32 147 4 167
33 67 2 68
34 67 2 69
35 67 4 69
36 67 2 75
37 67 2 94
38 67 2 102
39 67 1 112
40 67 4 112
41 67 2 113
42 67 2 114
43 67 2 120
44 67 2 135
45 67 2 139
46 67 1 152
47 67 4 152
48 24 2 18
49 24 4 18
50 24 2 20
51 24 4 20
52 24 1 35
53 24 3 35
54 149 4 3
55 149 4 103
56 149 4 124
57 149 4 152
58 149 2 158
59 149 4 158
60 149 4 163
61 149 4 165
62 149 1 166
63 149 3 166
64 49 4 8
65 49 2 30
66 49 4 30
67 49 2 48
68 49 4 48
69 49 2 52
70 49 4 52
71 49 2 58
72 49 4 58
73 49 2 65
74 49 4 65
75 49 2 66
76 49 4 66
77 127 1 8
78 127 3 11
79 127 3 12
80 127 4 67
81 127 3 81
82 127 4 111
83 127 1 120
84 127 4 134
85 127 4 135
86 127 1 142
87 127 4 151
88 164 2 161
89 164 4 161
90 164 2 162
91 164 3 162
92 164 2 169
93 164 3 169
94 164 2 171
95 164 4 171
96 36 1 46
97 36 3 46
98 27 1 28
99 27 4 28
100 27 2 37
101 27 4 37
102 27 2 39
103 27 4 39
104 27 2 48
105 27 4 48
106 27 2 50
107 27 2 61
108 27 4 61
109 27 2 63
110 27 1 28
111 27 4 28
112 27 2 39
113 27 4 39
114 27 2 48
115 27 4 48
116 27 2 50
117 27 2 61
118 27 4 61
119 27 2 63
120 132 1 140
121 132 4 140
122 132 1 144
123 132 3 144
124 132 2 154
125 132 4 154
126 132 1 156
127 132 4 156
128 132 1 161
129 132 3 161
130 132 1 162
131 132 3 162
132 132 1 140
133 132 4 140
134 132 1 144
135 132 3 144
136 132 2 154
137 132 4 154
138 132 1 156
139 132 4 156
140 132 1 161
141 132 3 161
142 132 1 162
143 132 3 162
144 140 2 1
145 140 4 1
146 140 2 74
147 140 4 74
148 140 1 98
149 140 3 98
150 140 2 132
151 140 3 132
152 140 2 144
153 140 3 144
154 140 2 161
155 140 3 161
156 161 1 74
157 161 3 74
158 161 1 98
159 161 3 98
160 161 1 132
161 161 3 132
162 161 1 140
163 161 3 140
164 161 1 144
165 161 3 144
166 161 1 156
167 161 3 156
168 161 1 162
169 161 3 162
170 167 1 68
171 167 4 68
172 167 2 70
173 167 1 122
174 167 3 122
175 167 1 124
176 167 3 124
177 167 1 147
178 167 4 147
179 167 2 155
180 167 1 159
181 167 3 159
182 167 1 160
183 167 4 160
184 167 1 165
185 167 4 165
186 162 2 1
187 162 4 1
188 162 2 2
