140,1,133
43,4,213
43,4,16
109,4,123
127,1,128
133,2,155
22,4,24
43,2,40
133,2,47
22,2,199
133,2,123
136,1,122
130,2,138
22,4,78
128,1,118
127,1,134
140,2,146
80,3,84
132,4,122
144,1,126
133,2,41
22,4,207
22,2,202
6,1,51
147,1,144
195,3,91
147,2,134
116,2,136
208,1,200
43,4,7
110,3,144
113,2,134
221,1,201
22,4,192
22,2,42
133,2,91
202,3,199
43,2,207
22,2,40
136,2,108
43,4,35
125,1,146
130,1,147
133,2,40
43,2,219
84,3,80
189,1,203
125,1,130
148,4,107
125,2,137
86,1,88
130,2,126
203,1,202
108,2,114
193,4,204
22,4,49
208,4,107
144,2,123
214,2,104
189,4,217
130,4,147
43,2,20
22,2,121
89,4,147
116,1,125
116,3,104
113,1,118
115,4,104
197,1,140
91,2,88
130,2,144
125,1,112
22,2,33
203,1,197
43,4,211
204,4,205
125,1,113
78,2,82
22,4,219
89,2,112
203,1,192
133,2,105
194,2,64
132,4,148
200,3,208
43,4,84
134,4,13
140,2,143
130,1,149
194,3,208
110,3,116
116,3,104
89,2,150
196,1,218
22,2,115
118,1,33
132,4,126
225,2,220
208,2,207
112,4,64
132,3,149
89,4,126
116,2,149
116,2,103
22,2,123
206,4,222
192,1,190
22,2,106
189,4,192
144,3,147
89,2,91
125,1,109
43,4,125
218,3,201
136,1,149
89,1,106
215,4,221
206,1,216
43,4,205
111,2,125
195,2,81
133,2,51
115,1,118
132,3,86
136,4,129
133,2,52
188,1,191
190,3,225
198,1,217
127,4,133
140,2,54
116,4,124
105,4,132
22,2,111
120,3,113
148,1,108
108,4,15
109,4,112
148,2,123
86,2,89
83,2,189
22,2,46
109,2,138
149,4,124
149,2,108
22,2,198
119,3,123
140,2,122
106,4,130
134,1,132
221,2,83
43,4,60
116,1,140
22,4,211
225,3,192
113,2,140
140,1,141
208,2,107
118,3,132
43,4,48
147,3,144
22,4,217
136,3,127
78,2,79
134,1,118
118,1,106
133,2,34
116,3,118
201,3,219
218,3,213
133,2,137
125,2,121
43,4,201
116,4,121
40,1,54
129,2,86
117,4,133
202,3,197
221,1,219
133,2,120
133,2,54
116,3,130
105,1,114
22,4,107
91,1,82
113,1,106
109,4,145
22,4,13
125,2,127
133,2,125
106,3,111
149,3,128
133,2,60
120,2,111
22,2,60
130,1,110
43,4,58
203,1,189
91,3,78
127,2,121
125,1,118
118,1,114
43,2,111
201,3,218
22,4,127
22,2,130
22,2,50
144,1,149
127,3,141
144,3,116
192,4,208
133,2,29
218,2,213
22,2,54
192,4,22
88,3,79
22,4,39
106,3,116
113,2,136
86,3,88
22,4,196
127,1,130
109,1,134
106,4,122
51,4,3
89,4,116
193,1,203
136,4,120
43,4,23
91,2,195
203,2,220
64,4,128
202,2,198
149,1,136
148,2,132
190,1,197
22,2,83
43,1,50
89,2,132
132,1,33
113,2,108
108,1,220
131,4,105
6,1,47
89,3,135
43,1,56
108,2,78
111,2,105
116,2,149
116,2,107
110,1,144
116,4,122
194,1,214
43,4,146
116,3,147
132,4,134
22,3,20
133,2,4
116,1,122
116,1,52
218,1,196
43,2,39
22,4,222
43,2,103
202,3,211
89,1,50
129,4,29
106,2,147
43,2,116
118,1,130
133,2,193
140,1,134
22,4,15
145,4,114
108,1,107
22,2,143
43,4,108
144,1,110
203,4,223
133,2,195
144,2,112
22,4,140
134,4,122
133,2,121
43,2,48
110,4,121
22,4,45
204,1,192
134,1,143
134,1,144
22,2,144
22,4,109
43,2,203
22,4,32
43,1,49
190,4,204
140,2,29
22,4,114
64,4,86
22,4,200
125,2,124
112,2,134
144,1,116
22,2,79
195,1,192
22,4,35
131,2,130
127,2,126
204,1,225
43,2,146
43,4,206
189,4,190
129,4,121
22,2,26
221,2,192
225,1,190
111,1,106
204,1,197
86,4,129
202,3,190
111,4,116
22,4,43
198,1,113
147,3,110
127,1,137
127,2,124
112,1,139
119,4,146
43,2,137
109,1,103
43,4,106
43,4,136
89,4,41
118,2,10
113,4,111
119,2,107
225,4,204
113,1,125
22,4,188
118,3,121
108,3,103
43,2,8
200,2,197
192,4,136
218,3,196
22,4,9
105,1,145
195,4,135
118,4,105
140,4,109
110,4,133
43,2,190
128,2,145
133,2,86
215,1,213
147,2,135
127,3,108
120,4,110
125,1,108
134,3,141
118,1,141
22,2,212
198,3,192
147,2,149
60,2,146
194,2,197
132,3,123
202,2,192
83,4,89
111,4,109
115,2,81
111,1,109
22,2,140
136,2,107
22,2,16
89,2,114
117,1,110
22,2,124
43,4,14
195,3,202
22,2,39
133,2,219
22,3,23
116,4,106
144,4,149
116,3,144
129,2,124
194,3,214
43,2,5
125,1,116
128,3,135
112,2,126
43,4,135
116,2,129
134,3,140
140,4,118
22,4,143
43,4,214
109,4,118
193,1,200
132,2,126
129,2,110
134,4,148
6,3,51
106,4,118
130,2,135
195,1,190
132,3,122
43,2,89
105,1,141
22,2,208
208,2,107
133,2,88
106,2,140
192,1,208
144,3,130
105,4,126
43,4,49
119,4,143
195,1,212
189,4,188
116,2,108
129,2,135
116,2,145
118,4,129
22,4,137
211,4,195
108,4,111
82,4,78
118,4,125
197,1,222
193,1,225
147,2,136
22,4,201
125,1,107
133,2,124
43,4,52
42,2,14
147,1,116
140,4,54
22,4,147
133,2,191
22,4,208
132,2,121
143,2,105
43,2,135
203,3,86
116,4,113
133,2,112
43,4,10
133,2,45
133,2,115
208,4,200
202,1,197
6,1,3
133,2,24
22,2,25
149,4,127
119,1,143
132,4,122
80,1,84
193,1,190
190,4,197
147,1,110
127,4,147
133,2,216
132,1,131
109,2,144
195,3,190
127,1,135
64,1,136
129,4,132
116,4,108
22,4,223
118,4,109
22,4,27
82,1,81
133,2,53
43,2,105
110,4,106
22,2,196
140,2,113
145,4,125
208,2,192
43,4,223
195,4,225
116,2,107
133,2,127
105,2,129
132,3,33
132,4,118
133,2,3
203,3,202
118,4,106
133,1,126
208,2,207
106,3,105
43,4,150
110,4,105
89,1,149
136,4,110
106,4,109
43,4,128
193,4,208
125,1,138
43,2,129
204,2,222
43,2,193
117,1,133
128,4,129
188,2,189
130,1,116
89,3,108
127,3,30
22,4,218
125,4,105
136,2,109
43,2,139
89,2,190
91,3,82
204,3,225
43,2,83
89,2,104
116,1,147
22,2,27
149,4,104
132,1,107
132,1,108
133,2,59
197,3,225
117,2,147
190,1,205
78,4,64
22,2,188
147,2,106
89,4,60
116,4,108
225,2,202
89,3,105
131,2,120
133,1,146
205,4,190
105,4,143
144,1,114
140,1,22
150,1,33
198,4,201
43,4,222
198,3,203
112,1,111
22,2,220
203,2,225
131,1,143
225,3,202
108,1,103
82,1,64
200,2,192
22,4,11
110,4,137
147,2,126
218,1,201
144,4,129
43,4,29
221,4,192
133,4,15
116,3,120
202,1,225
89,3,80
134,4,143
43,2,106
116,3,110
109,4,119
43,2,128
197,1,205
116,2,138
132,4,33
131,1,145
105,1,109
211,4,50
140,1,131
140,2,130
140,4,129
22,4,120
89,2,35
140,2,44
133,2,214
118,4,122
192,4,207
43,4,219
140,4,138
22,4,42
197,3,200
136,3,118
144,1,121
191,1,188
136,2,106
131,4,103
43,2,131
136,2,120
43,2,30
192,2,221
22,4,112
193,1,195
43,3,4
140,2,145
140,4,136
130,2,124
117,2,104
132,3,145
22,2,56
206,3,197
106,1,110
196,2,221
133,2,221
198,1,203
91,4,81
148,1,109
136,3,135
22,2,15
143,1,146
22,4,194
190,1,204
43,2,51
132,1,145
89,2,122
105,1,125
125,4,119
136,3,149
22,4,52
22,2,134
112,4,138
197,1,207
22,2,114
108,4,220
190,1,140
109,3,125
133,2,215
22,4,193
139,1,111
91,4,122
43,4,140
105,2,113
89,3,114
221,4,189
118,1,144
134,4,106
105,4,140
64,2,194
118,1,140
130,1,118
113,1,105
22,2,139
89,2,43
127,4,140
111,2,133
109,4,124
89,2,117
140,2,124
132,3,123
43,2,225
88,4,122
125,1,144
133,2,223
118,4,114
136,2,113
131,1,141
43,2,138
149,2,107
136,2,132
149,4,130
43,4,25
144,1,145
149,3,136
22,2,147
130,4,118
43,4,199
140,2,121
22,2,45
132,1,131
105,1,122
195,1,221
145,3,124
22,4,139
194,4,4
201,1,218
108,3,104
109,4,120
6,1,51
194,4,192
91,3,86
86,4,118
22,4,79
108,3,128
112,4,114
43,2,220
112,4,130
118,2,126
89,3,40
105,4,110
196,3,218
43,2,57
89,1,221
136,4,78
118,1,133
133,2,30
22,2,35
89,2,29
136,4,109
133,2,192
109,4,133
211,2,195
106,1,111
112,2,138
115,1,141
197,3,203
197,1,211
22,2,200
43,2,10
109,4,117
140,4,104
22,4,130
203,4,225
118,1,131
86,4,202
43,4,89
105,2,130
89,2,3
105,1,131
133,2,150
203,4,204
144,2,133
118,3,135
113,2,147
190,3,189
192,4,78
89,4,8
136,1,126
218,4,119
147,2,117
133,2,32
108,1,2
110,1,116
116,1,106
134,4,131
88,2,86
192,1,195
132,2,103
43,4,197
136,2,104
130,2,145
119,3,114
51,4,47
116,2,123
190,3,202
105,4,114
89,4,1
43,2,107
106,1,104
198,3,223
133,2,200
130,4,145
197,3,189
136,4,107
149,3,135
134,2,107
127,1,120
116,3,118
89,2,207
208,4,200
195,1,202
43,2,58
86,2,82
109,1,131
130,4,135
189,3,197
133,2,108
149,1,138
116,4,106
189,2,221
22,4,2
117,3,134
106,1,113
218,3,203
127,1,145
190,1,203
86,1,79
89,2,138
133,2,212
106,2,116
43,3,134
202,3,205
144,1,132
149,2,116
116,1,130
89,2,33
22,2,197
43,1,134
91,2,78
195,1,91
89,3,189
133,2,118
118,4,124
132,3,145
133,2,23
136,1,130
43,2,84
134,3,110
22,2,190
148,4,108
88,2,122
22,4,82
129,2,132
43,4,88
22,4,14
214,3,194
149,2,147
215,3,213
22,4,104
192,1,203
116,1,113
202,3,216
133,2,148
43,2,188
89,4,115
198,1,213
22,2,28
109,1,114
115,1,145
136,3,121
111,4,108
118,1,117
140,2,190
89,2,38
43,2,211
43,4,119
43,2,23
117,4,141
130,4,10
89,4,88
191,3,194
204,4,190
130,2,141
43,4,42
43,2,26
197,1,202
132,1,134
112,4,126
43,4,123
219,3,221
133,2,135
133,2,89
116,3,110
204,4,193
127,2,107
206,1,199
22,4,133
219,3,218
125,4,148
136,2,193
43,2,192
43,4,113
133,2,132
125,1,115
133,4,78
22,2,146
118,1,104
131,2,107
202,1,199
89,3,15
43,2,16
129,2,111
105,3,109
89,4,198
195,4,212
27,2,52
43,4,203
133,2,218
43,2,38
127,4,145
144,4,121
113,2,139
108,4,78
198,1,216
202,1,220
189,1,217
147,2,120
128,1,130
118,2,7
125,1,141
119,2,108
109,4,116
119,4,140
203,1,218
109,2,129
136,2,141
140,3,132
22,2,43
82,4,196
140,2,116
139,1,112
208,2,198
133,2,208
132,3,149
118,1,125
130,4,104
127,2,116
140,2,81
195,1,197
42,4,14
208,2,192
89,2,45
22,2,11
140,1,129
131,2,114
197,2,219
195,1,135
205,4,220
22,2,84
43,1,7
128,3,149
225,3,197
22,2,148
78,3,79
22,4,5
133,2,46
112,3,120
22,2,82
22,4,149
140,3,103
133,2,189
149,4,118
22,4,81
43,2,127
127,1,141
106,1,130
133,4,104
149,4,122
125,1,147
22,4,36
108,1,111
43,4,131
43,4,64
144,4,134
127,2,110
208,1,194
136,3,122
6,3,3
43,2,2
132,1,148
106,4,125
128,1,149
211,2,1
132,2,123
189,1,197
22,4,50
119,1,125
127,3,130
109,4,106
51,2,3
133,2,136
130,4,144
133,4,105
120,4,111
127,2,113
116,1,106
43,4,225
119,2,146
22,4,202
130,2,127
105,2,121
132,3,149
197,1,204
64,4,122
118,3,104
133,2,12
22,2,131
194,4,128
133,2,83
149,2,129
110,2,130
131,2,138
78,3,81
22,2,78
125,1,143
116,1,113
112,2,130
106,2,144
148,2,125
125,1,114
113,4,105
134,1,133
22,4,105
43,2,3
113,4,109
133,2,48
89,3,107
131,2,106
105,4,141
144,4,124
112,4,124
125,1,105
112,2,9
125,1,135
22,2,38
127,3,124
43,4,112
198,1,201
43,2,222
43,4,129
202,3,195
120,2,144
113,1,110
22,4,80
136,1,135
221,2,220
43,2,155
144,2,141
22,4,199
133,2,139
89,3,11
128,1,136
115,1,134
22,4,28
202,4,198
147,2,113
193,1,64
64,4,140
140,2,132
202,3,206
118,4,147
147,3,104
212,4,200
149,4,138
134,1,126
22,4,214
22,4,215
144,3,122
22,4,197
108,1,104
131,2,121
129,2,118
140,2,117
105,1,104
105,1,132
131,4,125
113,2,138
22,2,5
91,2,122
89,2,217
218,3,219
89,4,148
130,4,149
22,4,25
118,1,105
89,4,55
130,1,128
125,3,114
43,2,64
86,4,82
196,1,219
89,2,203
22,4,113
22,2,133
149,1,135
147,2,122
127,4,107
22,4,145
134,3,104
6,2,28
208,2,223
116,1,135
149,2,134
131,2,104
89,4,10
113,1,114
6,1,3
149,1,127
113,4,122
132,3,138
134,3,117
22,4,41
89,4,32
116,1,110
116,4,123
78,4,136
132,1,33
192,4,191
22,4,128
106,1,105
192,3,203
132,3,138
200,1,208
43,4,105
208,3,222
144,1,124
188,4,189
118,4,108
116,2,103
131,3,132
190,1,220
125,4,118
117,1,115
150,3,33
208,1,222
125,4,108
194,1,191
112,2,124
125,4,109
132,4,107
130,2,53
208,4,194
203,1,198
144,1,138
133,2,1
143,2,103
133,4,36
111,2,114
136,1,129
133,2,64
129,2,145
117,2,118
82,1,78
194,2,193
105,4,111
197,3,195
134,1,103
43,3,50
118,2,86
206,4,208
132,4,103
22,4,155
202,3,203
43,4,37
105,2,106
43,2,120
190,1,225
88,1,83
89,3,192
120,2,118
23,3,22
89,1,83
89,2,143
80,2,105
148,4,103
89,2,78
127,4,135
86,1,195
22,2,44
204,3,202
43,2,81
116,1,104
120,2,122
22,4,34
116,1,125
194,2,192
119,1,106
113,3,106
143,1,141
133,2,11
86,1,118
197,4,103
22,4,6
119,2,104
198,1,218
197,1,206
118,4,134
133,2,188
112,3,111
89,2,24
109,4,113
204,4,192
190,3,140
22,2,214
197,3,207
198,3,144
22,2,150
204,2,213
43,4,2
133,2,82
43,1,29
128,4,118
22,4,51
125,2,128
133,2,205
133,2,16
22,4,64
43,4,13
89,2,199
195,1,191
109,4,126
22,2,189
22,2,141
129,2,138
64,1,78
140,2,128
221,1,215
134,4,81
189,2,188
203,3,198
145,4,149
43,2,91
43,4,148
190,3,205
195,4,140
89,4,205
132,3,131
109,4,122
134,2,148
133,2,84
22,4,48
125,1,149
211,2,50
116,1,141
43,4,36
43,4,12
91,2,81
43,2,218
133,2,144
43,2,119
147,1,104
195,4,211
134,1,104
22,2,221
129,4,138
112,1,64
149,1,104
116,4,122
22,4,122
203,4,197
27,2,10
105,1,143
147,1,130
203,3,192
130,2,121
43,4,56
43,2,150
133,2,117
130,2,105
78,4,192
109,2,127
195,1,140
198,4,106
144,2,79
43,4,215
140,1,104
127,4,116
43,4,57
6,3,146
145,3,132
140,2,148
134,3,126
23,4,29
143,1,134
112,1,114
22,2,9
22,2,104
127,4,126
89,2,34
133,2,107
120,4,147
86,2,202
116,3,130
145,4,129
86,2,64
22,4,212
118,1,122
89,2,130
134,1,117
43,4,46
89,2,9
133,2,225
116,2,123
120,2,130
89,4,141
197,1,190
133,2,28
43,2,213
148,1,107
89,2,202
43,4,55
134,3,115
43,4,9
89,2,84
109,4,107
198,1,106
189,4,205
43,4,22
43,2,149
192,3,64
108,3,109
22,2,206
198,3,190
89,2,81
89,3,25
89,4,195
43,4,138
91,2,64
140,1,138
119,4,113
134,4,145
22,4,110
202,3,220
197,4,219
112,4,120
145,1,132
89,3,220
132,4,33
118,1,103
112,1,88
105,4,104
208,3,222
134,1,147
125,1,117
43,2,104
197,3,220
89,2,57
22,2,194
118,1,135
112,4,9
140,2,137
118,4,140
112,4,134
22,4,7
43,4,51
43,4,114
208,1,222
133,2,103
43,4,6
22,2,110
131,1,122
22,4,3
130,4,121
145,1,122
140,3,134
133,2,36
116,2,108
125,2,126
118,2,24
43,2,54
149,4,107
89,4,134
22,2,129
22,2,126
133,2,43
130,2,103
116,1,120
140,4,190
117,1,134
89,3,223
118,4,64
133,2,190
22,4,10
113,2,116
112,1,113
145,4,128
43,2,27
190,1,195
89,4,194
131,1,148
189,1,192
197,3,222
195,3,192
144,1,104
43,2,33
149,1,128
105,2,110
78,2,192
201,1,219
111,4,105
197,1,225
134,2,13
144,2,117
133,2,81
204,1,189
43,4,59
115,1,147
191,3,214
189,4,220
115,1,117
127,3,138
129,2,106
191,4,64
127,1,149
110,3,122
22,4,146
43,2,15
197,3,206
106,4,140
89,1,36
116,1,110
22,4,144
131,2,135
133,2,2
118,2,111
136,1,138
83,2,89
140,1,136
125,1,131
22,2,59
43,4,124
116,4,133
140,2,106
197,4,4
86,4,104
22,4,190
43,2,122
43,2,55
202,3,225
197,1,220
144,2,107
133,4,106
43,2,212
221,1,189
133,2,7
43,2,118
43,2,117
43,4,121
144,2,109
197,3,140
106,4,144
129,4,33
132,3,121
132,4,105
43,4,212
89,1,52
51,1,47
129,2,131
208,2,194
144,1,103
119,1,113
43,2,215
136,4,104
22,4,121
149,2,64
116,4,129
22,2,213
120,4,118
145,4,131
43,4,107
134,1,110
22,2,86
197,1,203
225,3,190
130,4,113
89,2,214
133,2,113
132,4,105
116,2,133
140,2,222
118,3,33
119,2,103
120,4,144
125,1,148
129,2,120
148,2,104
192,4,189
133,2,58
143,1,140
22,4,115
116,2,129
51,1,6
130,4,124
89,2,110
22,2,193
133,1,110
43,2,196
82,2,122
91,4,64
127,3,149
192,4,221
148,2,149
22,2,138
43,4,11
132,1,123
60,4,103
200,3,212
214,3,191
44,2,140
117,1,141
119,3,125
133,2,145
192,4,138
125,1,103
218,1,203
89,1,79
206,2,222
192,3,190
127,4,118
43,2,114
208,4,194
118,4,136
143,1,117
43,2,6
140,2,193
132,1,105
88,3,86
43,4,221
130,2,113
133,2,79
43,2,201
133,4,109
205,3,189
105,3,124
108,3,32
44,2,140
133,2,206
43,4,38
190,3,195
86,3,132
22,2,218
22,2,57
116,1,144
60,3,146
128,4,105
116,3,134
131,1,140
145,4,127
89,4,54
43,4,144
130,3,136
22,4,60
218,3,221
22,4,141
22,2,120
194,4,197
144,4,118
43,4,53
132,1,138
133,2,197
200,2,207
206,3,199
113,2,107
89,1,124
218,1,119
43,4,200
197,4,205
22,4,89
140,2,78
88,3,91
189,4,221
129,2,130
118,4,145
43,4,104
105,2,147
43,2,199
6,4,28
89,2,23
43,1,1
109,4,104
192,1,193
200,1,189
132,1,149
6,4,28
128,2,129
132,2,145
215,2,218
120,1,106
195,3,203
129,2,103
134,3,133
89,3,109
109,4,64
127,1,122
203,1,86
43,4,188
133,2,33
43,2,24
130,4,106
43,2,221
118,4,113
131,2,129
111,2,126
113,1,111
43,2,80
43,4,139
89,2,86
134,1,145
105,4,118
130,2,134
43,2,59
197,4,155
143,1,119
110,2,122
89,2,215
192,1,202
140,3,131
43,1,11
118,1,121
129,2,113
43,2,214
22,4,132
116,2,60
211,4,1
22,2,103
111,4,114
105,4,122
129,2,108
118,2,148
22,2,47
134,2,108
111,1,113
83,4,221
131,2,137
22,2,127
89,2,144
133,2,213
134,4,109
109,4,135
83,2,221
140,4,105
89,2,200
192,1,189
131,3,140
43,4,8
127,2,129
127,2,104
134,2,81
136,1,118
60,2,103
127,2,118
43,4,47
136,4,124
134,4,108
43,2,198
105,2,116
143,1,131
43,4,193
40,1,58
119,1,114
111,1,120
120,3,122
27,1,39
134,4,125
204,4,197
43,2,125
43,2,194
109,4,111
110,4,104
129,4,149
149,2,106
132,4,148
133,2,199
106,1,118
116,1,104
143,1,118
225,2,204
43,2,44
136,4,106
125,4,131
129,4,103
106,4,114
43,4,133
43,4,147
83,2,221
43,4,196
112,1,129
116,4,133
225,4,220
202,2,211
105,2,127
129,3,104
43,4,120
22,2,113
106,1,114
128,1,121
89,4,208
89,4,14
64,1,138
118,3,138
130,4,128
131,2,110
113,1,144
88,4,112
82,1,91
83,4,89
132,2,86
22,2,1
191,3,188
88,2,112
116,4,129
115,2,126
43,2,195
83,2,89
111,2,132
204,1,193
22,2,7
147,2,118
144,1,120
127,1,133
43,2,79
43,4,145
22,2,192
125,2,123
144,2,108
219,1,218
133,2,201
147,4,134
221,1,213
106,3,110
133,2,39
108,4,5
108,3,107
27,4,39
82,2,79
110,3,147
116,4,149
22,4,131
129,2,109
134,4,130
113,2,109
43,2,189
118,1,113
89,4,45
196,4,221
108,1,149
43,2,36
22,2,12
134,2,130
22,2,3
64,4,149
43,2,78
43,4,80
22,4,12
43,4,34
149,4,108
43,4,116
22,2,137
133,2,25
132,1,105
131,1,132
133,2,220
130,2,122
43,2,9
22,4,55
118,1,138
202,1,204
144,1,118
129,2,122
43,4,220
218,3,79
6,3,51
195,1,203
144,1,122
191,1,214
43,2,217
147,1,141
89,3,196
132,1,33
118,4,7
89,4,219
133,2,196
133,2,55
43,2,113
106,1,122
43,4,30
195,4,204
22,2,23
116,1,118
22,2,64
221,3,215
133,2,138
43,4,28
43,2,205
43,4,83
133,2,50
112,4,122
133,2,198
105,4,116
136,3,128
43,1,25
125,4,134
132,2,122
203,3,218
136,1,110
211,2,222
140,2,105
116,4,125
131,2,133
148,1,105
130,2,125
22,4,148
43,4,5
105,1,140
132,3,121
221,1,89
22,2,55
144,1,113
22,2,10
130,4,146
22,4,56
108,1,105
105,4,108
190,3,203
221,3,201
202,1,189
116,1,118
127,1,144
133,2,222
43,2,197
82,4,81
144,1,106
133,2,78
134,1,141
22,4,126
134,1,125
218,1,221
190,1,189
208,3,193
202,2,203
22,4,53
22,4,220
125,1,145
130,4,120
116,3,120
43,4,202
113,1,122
131,2,123
110,1,147
22,2,58
43,4,78
197,2,155
134,1,140
133,2,80
140,1,118
22,2,122
89,2,37
22,4,135
78,1,81
105,1,148
22,2,219
194,2,128
208,1,200
134,1,109
22,2,109
202,3,189
43,2,108
43,4,39
133,4,103
119,2,123
43,1,141
129,4,135
22,2,195
144,1,128
118,1,110
118,1,132
22,2,223
136,4,113
22,4,44
190,1,202
108,1,128
110,3,126
133,4,108
22,2,128
22,4,106
127,2,123
116,4,124
149,2,144
22,2,30
195,4,220
131,1,134
43,4,143
129,1,104
22,4,84
208,2,198
89,4,51
118,3,130
6,3,3
198,4,113
43,2,202
132,1,122
22,4,119
129,2,2
193,1,208
218,1,79
133,4,107
133,2,114
106,4,147
198,1,223
190,1,198
22,4,134
111,1,139
43,4,79
192,4,220
22,4,26
130,2,133
192,3,195
140,3,141
195,1,225
43,2,126
134,4,118
43,4,33
108,1,32
43,2,42
140,1,149
116,1,121
43,4,217
22,2,149
130,3,122
125,1,136
22,4,8
202,2,206
116,1,134
89,2,12
145,4,109
133,1,140
86,3,91
89,3,111
140,2,16
89,2,82
189,4,202
127,3,144
204,4,213
125,4,103
133,2,116
116,2,148
136,3,141
214,1,191
110,2,121
134,4,50
128,4,121
132,3,138
134,1,131
116,2,124
131,4,114
22,2,88
127,4,121
111,3,139
219,1,196
140,2,110
119,4,108
91,3,88
191,2,64
22,2,119
116,4,123
22,2,215
129,2,136
43,4,117
22,2,49
189,1,202
115,2,149
43,4,103
118,1,129
116,4,113
133,2,42
111,2,108
22,2,112
208,2,195
106,4,104
132,4,118
43,2,46
132,1,145
43,2,12
22,4,118
118,3,128
133,4,25
86,1,132
127,1,140
119,4,107
127,1,138
109,4,148
132,2,121
136,1,128
22,4,195
43,4,24
192,4,200
105,4,145
118,1,145
108,3,149
133,2,20
64,4,84
113,1,104
43,4,81
133,2,203
22,2,14
204,4,189
119,1,140
197,4,212
133,2,119
133,2,122
198,1,220
108,4,137
108,3,105
133,4,220
136,4,108
43,4,15
206,1,197
221,3,196
116,4,141
127,4,129
89,1,2
149,2,124
22,4,225
105,1,124
136,4,103
43,4,191
192,2,207
22,4,203
190,3,220
111,2,145
214,1,194
118,2,107
195,1,211
108,2,15
89,3,22
88,4,132
43,4,27
130,1,136
203,3,189
130,2,106
125,1,120
195,4,222
43,4,20
118,2,127
115,4,81
43,4,155
43,2,136
120,2,110
202,2,205
134,3,116
127,4,106
189,1,220
132,2,138
43,2,14
116,4,121
125,2,132
43,4,115
125,2,64
78,2,136
89,1,39
208,4,207
127,4,120
145,3,122
195,1,222
208,2,195
22,2,211
110,1,133
128,4,138
188,4,191
108,2,137
115,1,104
109,4,137
113,1,120
109,4,136
89,3,5
191,1,194
129,2,29
64,4,81
197,1,200
125,1,106
133,2,9
118,2,108
136,2,116
43,3,32
105,2,128
133,4,2
43,2,206
150,2,14
195,1,208
127,2,147
118,1,134
219,3,201
43,4,40
133,2,57
111,4,126
